# nid	slug  — Drupal path_alias node map (source for /node/{id} redirects).
# GENERATED from `drush sql:query "SELECT alias, path FROM path_alias WHERE status=1"`.
# The pipeline emits /node/{nid} -> current Hugo URL only for slugs Hugo serves;
# unpublished/removed nodes (slug not served) are skipped. Regenerate on a fresh dump.
20	/south-seas
21	/secret-englands-greatness
22	/maria
23	/soviet-policy-towards-west-gorbachev-challenge
24	/cinderella-1914
25	/long-teaching-module-western-views-chinese-women
26	/remarks-chinese-character-and-customs
27	/natural-history-chinese-girl
28	/ethics-christianity-and-confucianism-compared
29	/missionary-journal-foot-binding-1
30	/missionary-journal-foot-binding-2
31	/missionary-journal-foot-binding-3
32	/foot-binding
33	/schools-education-chinese-girls
34	/womens-work-woman
35	/missionary-journal-chinese-culture
36	/florence-farmboroughs-journal
37	/short-teaching-module-florence-farmborough-and-russian-front-1914-1918
38	/analyzing-photographs
39	/analyzing-images
40	/codex-mendoza
41	/los-tres-mulatos-de-esmeraldas
43	/dan-passport-masks
44	/moonbeam-youth-training-center-kenya
46	/girl-mossi-doll-burkina-faso
47	/recycled-wire-toy-truck-uganda
48	/yoruba-handwoven-baby-wrapper-nigeria
49	/child-labor-domestic-service-gender
50	/child-labor-statistics-gender-and-sector
51	/child-labor-statistics-world-region
52	/street-children-billboard-uganda
53	/johannesburg-recycled-material-toys
54	/unicef-data-orphans-region-2010
55	/millennium-development-goals-primary-school-enrollment-2009
56	/millennium-development-goals-primary-school-enrollment-2009-0
57	/millennium-development-goals-gender-parity-higher-education-2007
58	/millennium-development-goals-gender-parity-basic-education-2007
59	/millennium-development-goals-child-malnutrition-2006
60	/slave-coffle-central-africa-1861
61	/captured-africans-liberated-slaving-vessel
62	/mau-mau-fighters-scout-uniforms
63	/scouts-and-kings-african-rifles-uniforms
64	/pathfinder-warrant
65	/organization-british-imperial-scouting
66	/child-purple-plastic-doll-near-kumasi-ghana
67	/bat-mitzvah
68	/studying-mother-country-1986
69	/protect-great-results-cultural-revolution-1974
70	/happy-life-chairman-mao-gave-us-1954
71	/selling-toys
72	/children-and-toys
73	/yin-yu-tang-chinese-home
74	/joyous-celebration-new-year
75	/two-girls-carrying-children
76	/kaichi-and-mitsuke-schools
77	/traditional-soviet-values-children
78	/ancient-greek-girl-athlete
79	/ancient-greek-adolescent-girls-play
80	/portrait-isabelle-2007
81	/portrait-darleen-2007
82	/max-und-moritz
83	/pieter-bruegel-elders-childrens-games
84	/der-struwwelpeter-slovenly-peter
85	/pippi-graffiti-stencil
86	/madonna-and-child-1295-1300
87	/ivory-doll
88	/red-shoes
89	/ostracon
90	/dance-death
91	/will-making-among-general-populace-bologna-during-1348
92	/dance-dead
93	/inquiry-causes-and-effects-variolae-vaccinae
94	/graham-children
95	/londons-bill-mortality
96	/gin-lane-1751
97	/childs-life-course
98	/m-cornelius-statius
99	/olmec-ceramic-baby-figurine
100	/child-labor-la-rinconada
101	/mummified-inca-child-sacrifices
102	/manuelita
103	/education-warzone
104	/ijazahs-diploma
105	/eid-holiday-amusements
106	/egyptian-ramadan-lanterns
107	/child-ramdan-lantern-family-workshop
108	/animal-baking-mold
109	/majalis-al-ushshak-gathering-mosque
110	/maqamat-al-hariri-kuttab-school
111	/kuttab-or-primary-level-quran-school
112	/maqamat-al-hariri-rural-scenes-al-wasiti
