old_url,native_url,match_via,nid,source_file,status,notes
/node/1582,/battle-waterloo-recounted-one-napoleons-personal-aides-june-1815/,node,1582,sources/battle-waterloo-recounted-one-napoleons-personal-aides-june-1815.md,matched,
/node/1583,/benjamin-constant-leader-french-liberal-opposition-napoleon/,node,1583,sources/benjamin-constant-leader-french-liberal-opposition-napoleon.md,matched,
/node/1584,/view-london-times-5-july-1821/,node,1584,sources/view-london-times-5-july-1821.md,matched,
/node/1585,/edmund-burke-reflections-revolution-france/,node,1585,sources/edmund-burke-reflections-revolution-france.md,matched,
/node/1586,/positive-american-view/,node,1586,sources/positive-american-view.md,matched,
/node/1587,/sun-yat-sen-three-principles-people/,node,1587,sources/sun-yat-sen-three-principles-people.md,matched,
/node/1588,/ho-chi-minh-declaration-independence-democratic-republic-viet-nam/,node,1588,sources/ho-chi-minh-declaration-independence-democratic-republic-viet-nam.md,matched,
/node/1589,/france-gods-are-athirst/,node,1589,sources/france-gods-are-athirst.md,matched,
/node/159,/celebrating-napoleons-birthday-island-st-helena/,node,159,sources/celebrating-napoleons-birthday-island-st-helena.md,matched,
/node/1590,/jean-jacques-rousseau-emile-1762/,node,1590,sources/jean-jacques-rousseau-emile-1762.md,matched,
/node/1591,/louis-xvis-reply-parlement-paris-1788/,node,1591,sources/louis-xvis-reply-parlement-paris-1788.md,matched,
/node/1592,/sati-official-documents-lord-william-cavendish-bentinck/,node,1592,sources/sati-official-documents-lord-william-cavendish-bentinck.md,matched,
/node/1593,/sati-petition-orthodox-hindus/,node,1593,sources/sati-petition-orthodox-hindus.md,matched,
/node/1594,/southeast-asian-politics-nonfiction-javanese-education/,node,1594,sources/southeast-asian-politics-nonfiction-javanese-education.md,matched,
/node/1595,/southeast-asian-politics-nonfiction-philippine-suffrage/,node,1595,sources/southeast-asian-politics-nonfiction-philippine-suffrage.md,matched,
/node/1596,/southeast-asian-politics-court-records-imelda-marcos/,node,1596,sources/southeast-asian-politics-court-records-imelda-marcos.md,matched,
/node/1597,/southeast-asian-politics-newspaper-unofficial-power/,node,1597,sources/southeast-asian-politics-newspaper-unofficial-power.md,matched,
/node/1598,/southeast-asian-politics-speech-philippine-state-nation/,node,1598,sources/southeast-asian-politics-speech-philippine-state-nation.md,matched,
/node/1599,/southeast-asian-politics-speech-burmese-democracy/,node,1599,sources/southeast-asian-politics-speech-burmese-democracy.md,matched,
/node/160,/his-monument-napoleons-past-and-future-are-filled-dead-bodies/,node,160,sources/his-monument-napoleons-past-and-future-are-filled-dead-bodies.md,matched,
/node/1600,/gender-and-health-latin-america-official-document-womens-status-latin-america/,node,1600,sources/gender-and-health-latin-america-official-document-womens-status-latin-america.md,matched,
/node/1604,/president-bushs-remarks-warsaw-july-9-1989/,node,1604,sources/president-bushs-remarks-warsaw-july-9-1989.md,matched,
/node/1605,/reacting-german-reunification/,node,1605,sources/reacting-german-reunification.md,matched,
/node/1606,/margaret-thatchers-views-mikhail-gorbachev/,node,1606,sources/margaret-thatchers-views-mikhail-gorbachev.md,matched,
/node/1607,/pledge-jasna-gora/,node,1607,sources/pledge-jasna-gora.md,matched,
/node/1608,/excerpts-sermon-given-primate-stefan-wyszynski-1976/,node,1608,sources/excerpts-sermon-given-primate-stefan-wyszynski-1976.md,matched,
/node/1609,/prayer-fatherland/,node,1609,sources/prayer-fatherland.md,matched,
/node/161,/exorcism-ridding-france-devil-napoleon/,node,161,sources/exorcism-ridding-france-devil-napoleon.md,matched,
/node/1610,/excerpt-letter-episcopate-parish-clergy-poland-1981/,node,1610,sources/excerpt-letter-episcopate-parish-clergy-poland-1981.md,matched,
/node/1611,/anonymous-sermon-1982/,node,1611,sources/anonymous-sermon-1982.md,matched,
/node/1612,/excerpts-sermon-given-pope-john-paul-ii-warsaw-1987/,node,1612,sources/excerpts-sermon-given-pope-john-paul-ii-warsaw-1987.md,matched,
/node/1613,/us-hopes-future-hungary/,node,1613,sources/us-hopes-future-hungary.md,matched,
/node/1614,/president-bushs-interview-polish-journalists/,node,1614,sources/president-bushs-interview-polish-journalists.md,matched,
